No,CWI Job Number,Order Ref. Number,S/No,RATE SOURCE,DESCRIPTION,RATE,Formula,Q'TY,TOTAL (USD),REV RATE,REV TOTAL,DIFFERENCE,Validation_Status,Ref_Rate_USD,Python_Delta,CG_Band,Charge_Group,Gate_Score,Gate_Status,PDF_Count,PDF_Matched_Description,PDF_Formula,PDF_Amount_AED,PDF_Amount_USD,PDF_Qty,PDF_Unit_Rate,PDF_Source_File,PDF_Matched_By,PDF_Confidence,PDF_Extraction_Status,Evidence_Summary,Validation_Notes
75,BAMF0017809,"HVDC-ADOPT-HE-0495, 0496",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,2,300.0,150.0,300.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,2,,,,,,,"HVDC-ADOPT-HE-0495, 0496_BOE1.pdf",,0.0,Failed,"2 PDFs: HVDC-ADOPT-HE-0495, 0496_BOE1.pdf, HVDC-ADOPT-HE-0495, 0496_BOE2.pdf","✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 2 files (HVDC-ADOPT-HE-0495, 0496_BOE1.pdf, HVDC-ADOPT-HE-0495, 0496_BOE2.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
76,BAMF0018061,HVDC-ADOPT-HE-0498,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,PASS,80.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0498_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0498_BOE.pdf,"✅ Contract: Ref $80.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0498_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
77,BAMF0018061,HVDC-ADOPT-HE-0498,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0498_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0498_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0498_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
78,BAMF0018095,HVDC-ADOPT-HE-0501,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,PASS,80.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0501_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0501_BOE.pdf,"✅ Contract: Ref $80.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0501_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
79,BAMF0018095,HVDC-ADOPT-HE-0501,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0501_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0501_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0501_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
80,BAMF0018089,HVDC-ADOPT-HE-0502,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,PASS,80.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0502_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0502_BOE.pdf,"✅ Contract: Ref $80.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0502_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
81,BAMF0018089,HVDC-ADOPT-HE-0502,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0502_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0502_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0502_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
82,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),1,DUTY,BILL OF ENTRY,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf)
83,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),2,DUTY,REGISTERATION FEE & KNOWLEDGE DIRHAM,24.51,,1,24.51,24.51,24.51,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf)
84,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),3,DUTY,DOCS PROCESSING,15.72,,1,15.72,15.72,15.72,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf)
85,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),4,DUTY,GATE PASS CHARGES,8.58,,1,8.58,8.58,8.58,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf)
86,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),5,DUTY,CODE IN JEBAL ALI SUBSCRIPTION,85.77,,1,85.77,85.77,85.77,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf)
87,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),6,DUTY,CUSTOMS INSPECTION,125.0,,1,125.0,125.0,125.0,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf)
88,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),7,DUTY,PRO CUSTOMS,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf)
89,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),8,DUTY,OUTLAY FEE ON CUSTOMS DUTY CHARGES,1978.35,,1,1978.35,1978.35,1978.35,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf)
90,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),9,DUTY,Pass-through Customs Documentation Fee,85.77,,1,85.77,85.77,85.77,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf)
91,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),10,DUTY,Others,68.07,,1,68.07,68.07,68.07,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot1)_SupportingDocs.pdf)
92,BAMF0017919,HVDC-ADOPT-HE-0499(LOT2),1,DUTY,BILL OF ENTRY,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf)
93,BAMF0017919,HVDC-ADOPT-HE-0499(LOT2),2,DUTY,GATE PASS CHARGES,8.58,,1,8.58,8.58,8.58,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf)
94,BAMF0017919,HVDC-ADOPT-HE-0499(LOT2),3,DUTY,CUSTOMS INSPECITON,125.0,,1,125.0,125.0,125.0,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf)
95,BAMF0017919,HVDC-ADOPT-HE-0499(LOT2),4,DUTY,PRO CUSTOMS,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf)
96,BAMF0017919,HVDC-ADOPT-HE-0499(LOT2),5,DUTY,DUTY OUTLAY FEE @ 5%,989.18,,1,989.18,989.18,989.18,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(Lot2)_SupportingDocuments.pdf)
97,BAMF0018111,HVDC-ADOPT-HE-0499(LOT3),1,DUTY,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf)
98,BAMF0018111,HVDC-ADOPT-HE-0499(LOT3),2,DUTY,DOCUMENT PROCESSING FEE,20.01,,1,20.01,20.01,20.01,0.0,FAIL,9.53,109.97,CRITICAL,PortalFee,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf,"✅ Portal Fee: $9.53 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf)
❌ Delta: 110.0% (HIGH VARIANCE)"
99,BAMF0018111,HVDC-ADOPT-HE-0499(LOT3),3,DUTY,CUSTOMS INSPECTION,125.0,,1,125.0,125.0,125.0,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf)
100,BAMF0018111,HVDC-ADOPT-HE-0499(LOT3),4,DUTY,CUSTOMS INSPECTION (PRO Requirement),150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf)
101,BAMF0018111,HVDC-ADOPT-HE-0499(LOT3),5,DUTY,CUSTOMS DUTY OUTLAY FEE,989.18,,1,989.18,989.18,989.18,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf)
102,BAMF0018111,HVDC-ADOPT-HE-0499(LOT3),6,DUTY,EXPORT CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,60,FAIL,1,,,,,,,HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf,✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0499(lot3)_SupportingDocs.pdf)
